HD,city,state,LO,city,state,address,city,store,time,url,zipcode,STATE,STATENS,STATE_NAME,STUSAB,NAME,population,under44_1,under44_2,under44_3,older65_1,older_65_2,income_per_capita,industrial_managers,construction_managers,farmers,realestate,construction_workers,state:1,place
10,Miami,12,1,Miami,12,Northwest 171st Street,Miami,LOW,1597172449.28456,https://www.lowes.com/,33015:33055,12,294478,Florida,FL,"Miami Gardens city, Florida",112913,11782,16884,14448,8221,6326,17375,,,,,,12,45060
1,Middleburg,12,,,,1575 Branan Field Road,Middleburg,HD,1597100342.99191,https://www.homedepot.com/,32068,12,294478,Florida,FL,"Middleburg CDP, Florida",13431,1135,1771,1164,1236,546,21997,,,,,,12,45350
1,Middletown,10,1,Middletown,10,500,Middletown,LOW,1597172400.82158,https://www.lowes.com/,19709,10,1779781,Delaware,DE,"Middletown town, Delaware",21250,1421,1903,3068,1744,1551,36416,,,,,,10,47030
1,Middletown,36,1,Middletown,36,Metro Way,Middletown,LOW,1597173279.2972,https://www.lowes.com/,10941,36,1779796,New York,NY,"Middletown city, New York",27644,2392,3914,3588,2109,1759,26975,,,,,,36,47042
1,Middletown,44,,,,878 W Main Road,Middletown,HD,1597100735.79626,https://www.homedepot.com/,2842,44,1219835,Rhode Island,RI,,,,,,,,,,,,,,,
1,Middletown,9,,,,909 Washington Street,Middletown,HD,1597100325.72951,https://www.homedepot.com/,6457,9,1779780,Connecticut,CT,"Middletown city, Connecticut",46473,6838,7115,5685,3587,3150,37412,,,,,,9,47290
1,Midland,26,1,Midland,26,1918,Midland,LOW,1597172893.77699,https://www.lowes.com/,48642,26,1779789,Michigan,MI,"Midland city, Michigan",41963,4121,5607,5207,3330,3746,36060,,,,,,26,53780
1,Midland,48,1,Midland,48,League Drive,Midland,LOW,1597173640.87142,https://www.lowes.com/,79707,48,1779801,Texas,TX,"Midland city, Texas",135134,13156,23950,17146,7784,6547,40048,,,,,,48,48072
1,Midlothian,51,,,,12300 Chattanooga Plaza,Midlothian,HD,1597100872.33002,https://www.homedepot.com/,23112,51,1779803,Virginia,VA,,,,,,,,,,,,,,,
1,Midwest City,40,1,Midwest City,40,West Boeing Drive,Midwest City,LOW,1597173363.90587,https://www.lowes.com/,73110,40,1102857,Oklahoma,OK,"Midwest City city, Oklahoma",57292,4943,9471,6370,4888,3604,24375,,,,,,40,48350
1,Milford,39,,,,1094 State Highway 28,Milford,HD,1597100654.09043,https://www.homedepot.com/,45150,39,1085497,Ohio,OH,"Milford Center village, Ohio",920,90,131,119,41,41,25397,,,,,,39,50218
1,Milltown,34,,,,401 South Main Street,Milltown,HD,1597100550.09,https://www.homedepot.com/,8850,34,1779795,New Jersey,NJ,"Milltown borough, New Jersey",6993,551,429,1129,572,446,39504,,,,,,34,46620
1,Milpitas,6,,,,1177 Great Mall Drive,Milpitas,HD,1597100313.77653,https://www.homedepot.com/,95035,6,1779778,California,CA,"Milpitas city, California",77457,5507,14061,12171,5072,4201,43551,,,,,,6,47766
2,Milwaukee,55,,,,4155 N Port Washington,Milwaukee,HD,1597100929.02525,https://www.homedepot.com/,53212,55,1779806,Wisconsin,WI,"South Milwaukee city, Wisconsin",21089,1523,2797,2671,1693,1786,27292,,,,,,55,75125
1,Minneapolis,27,,,,1520 New Brighton Blvd,Minneapolis,HD,1597100485.05571,https://www.homedepot.com/,55413,27,662849,Minnesota,MN,"Minneapolis city, Minnesota",416021,56703,91953,56704,24983,14667,37071,,,,,,27,43000
1,Minot,38,,,,3425 S Broadway Suite A,Minot,HD,1597100626.4148,https://www.homedepot.com/,58701,38,1779797,North Dakota,ND,"Minot city, North Dakota",48304,6596,9582,5454,3198,3013,34691,,,,,,38,53380
1,Mira Loma,6,,,,6140 Hamner Avenue,Mira Loma,HD,1597100307.36057,https://www.homedepot.com/,91752,6,1779778,California,CA,,,,,,,,,,,,,,,
1,Miramar,12,,,,3183 Sw 160th Avenue,Miramar,HD,1597100343.07494,https://www.homedepot.com/,33027,12,294478,Florida,FL,"Miramar city, Florida",138168,13318,19697,21831,8451,5469,27053,,,,,,12,45975
1,Mishawaka,18,1,Mishawaka,18,Edison Lakes Parkway,Mishawaka,LOW,1597172659.89925,https://www.lowes.com/,46545,18,448508,Indiana,IN,"Mishawaka city, Indiana",48926,4997,8463,5741,4300,3314,24028,,,,,,18,49932
1,Mission,48,,,,120 S Shary Road,Mission,HD,1597100822.07459,https://www.homedepot.com/,78572,48,1779801,Texas,TX,"Mission Bend CDP, Texas",39291,5402,5355,5375,2665,1069,23365,,,,,,48,48772
1,Mission Viejo,6,,,,27952 Hillcrest,Mission Viejo,HD,1597100309.66184,https://www.homedepot.com/,92692,6,1779778,California,CA,"Mission Viejo city, California",96124,7332,10261,11574,10009,8345,48616,,,,,,6,48256
1,Missoula,30,1,Missoula,30,England Boulevard,Missoula,LOW,1597173018.04454,https://www.lowes.com/,59808,30,767982,Montana,MT,"Missoula city, Montana",72125,13241,12298,9266,5459,3570,29244,,,,,,30,50200
1,Missouri City,48,1,Missouri City,48,5900 Hwy 6 South,Missouri City,HD,1597100822.14903,https://www.homedepot.com/,77459,48,1779801,Texas,TX,"Missouri City city, Texas",73573,6524,9519,9254,6306,2856,38799,,,,,,48,48804
2,Mobile,1,3,Mobile,1,Schillinger Road North,Mobile,LOW,1597172176.35946,https://www.lowes.com/,36575,1,1779775,Alabama,AL,"Mobile city, Alabama",191485,19750,29332,22726,17674,12980,26023,,,,,,1,50000
2,Modesto,6,,,,1617 N Carpenter Rd,Modesto,HD,1597100309.69022,https://www.homedepot.com/,95351,6,1779778,California,CA,"West Modesto CDP, California",5911,575,814,668,391,217,12576,,,,,,6,84578
1,Mohegan Lake,36,,,,3051 E Main St,Mohegan Lake,HD,1597100601.44251,https://www.homedepot.com/,10547,36,1779796,New York,NY,,,,,,,,,,,,,,,
1,Monmouth Junction,34,,,,4095 Us Hwy 1,Monmouth Junction,HD,1597100550.9167,https://www.homedepot.com/,8852,34,1779795,New Jersey,NJ,"Monmouth Junction CDP, New Jersey",3302,270,112,811,137,138,50962,,,,,,34,47190
1,Monroe,13,,,,2150 West Spring Street,Monroe,HD,1597100355.99119,https://www.homedepot.com/,30655,13,1705317,Georgia,GA,"Monroe city, Georgia",13370,1511,1807,1958,953,708,16671,,,,,,13,52192
1,Monroe,22,1,Monroe,22,Frontage Road,Monroe,LOW,1597172755.85646,https://www.lowes.com/,71202,22,1629543,Louisiana,LA,"Monroe city, Louisiana",48663,6128,6402,5302,3706,3012,21845,,,,,,22,51410
1,Monroe,36,,,,254 Larkin Drive,Monroe,HD,1597100602.3308,https://www.homedepot.com/,10950,36,1779796,New York,NY,"Monroe village, New York",8578,928,1078,1118,461,408,39725,,,,,,36,47988
1,Monrovia,6,,,,1625 S Mountain Ave,Monrovia,HD,1597100309.71876,https://www.homedepot.com/,91016,6,1779778,California,CA,"Monrovia city, California",37006,3305,4843,5752,2982,1994,37260,,,,,,6,48648
1,Monterey Park,6,,,,3500 Market Place,Monterey Park,HD,1597100309.77629,https://www.homedepot.com/,91755,6,1779778,California,CA,"Monterey Park Tract CDP, California",291,44,12,0,0,0,12020,,,,,,6,48916
2,Montgomery,1,1,Montgomery,1,Governors Estates,Montgomery,LOW,1597172176.86639,https://www.lowes.com/,36111,1,1779775,Alabama,AL,"Montgomery city, Alabama",200156,21442,29864,25312,15734,11700,27172,,,,,,1,51000
1,Monticello,27,,,,1385 7th Street East,Monticello,HD,1597100485.10745,https://www.homedepot.com/,55362,27,662849,Minnesota,MN,"Monticello city, Minnesota",13439,886,2181,1753,887,771,27292,,,,,,27,43774
1,Monticello,36,,,,68 Thompson Square,Monticello,HD,1597100605.34574,https://www.homedepot.com/,12701,36,1779796,New York,NY,"Monticello village, New York",6476,264,1105,934,675,447,17820,,,,,,36,48175
1,Montrose,8,,,,1401 Ogden Road,Montrose,HD,1597100320.23508,https://www.homedepot.com/,81401,8,1779779,Colorado,CO,"Montrose city, Colorado",19096,1554,2331,1827,2549,1748,25802,,,,,,8,51745
1,Montville,34,,,,79 Route 46 E,Montville,HD,1597100550.14293,https://www.homedepot.com/,7045,34,1779795,New Jersey,NJ,,,,,,,,,,,,,,,
1,Monument,8,,,,15888 Jackson Creek Pkwy,Monument,HD,1597100320.2717,https://www.homedepot.com/,80132,8,1779779,Colorado,CO,"Monument town, Colorado",7065,544,799,921,299,231,38060,,,,,,8,51800
1,Moore,40,1,Moore,40,Southwest 15th Street,Moore,LOW,1597173364.39969,https://www.lowes.com/,73160,40,1102857,Oklahoma,OK,"Mooreland town, Oklahoma",1537,108,248,236,109,103,26549,,,,,,40,49250
2,Moreno Valley,6,1,Moreno Valley,6,15975 Perris Blvd,Moreno Valley,HD,1597100309.8609,https://www.homedepot.com/,92551,6,1779778,California,CA,"Moreno Valley city, California",205034,24884,32642,27076,11076,5717,20650,,,,,,6,49270
1,Morgan Hill,6,,,,860 E Dunne Avenue,Morgan Hill,HD,1597100309.90255,https://www.homedepot.com/,95037,6,1779778,California,CA,"Morgan Hill city, California",43876,3372,4508,6027,3569,2188,50865,,,,,,6,49278
1,Morganville,34,,,,170 Union Hill Road,Morganville,HD,1597100550.03588,https://www.homedepot.com/,7751,34,1779795,New Jersey,NJ,"Morganville CDP, New Jersey",5041,373,409,653,576,202,52013,,,,,,34,48030
1,Morrison,8,,,,4277 S Eldridge Street,Morrison,HD,1597100319.97769,https://www.homedepot.com/,80465,8,1779779,Colorado,CO,"Morrison town, Colorado",388,5,26,18,56,141,40785,,,,,,8,52075
1,Morristown,47,1,Morristown,47,West Andrew Johnson Highway,Morristown,LOW,1597173576.06573,https://www.lowes.com/,37814,47,1325873,Tennessee,TN,"Morristown city, Tennessee",29547,2799,3789,3987,2699,2233,18569,,,,,,47,50280
1,Morrow,13,,,,2034 Mt Zion Rd,Morrow,HD,1597100356.02624,https://www.homedepot.com/,30260,13,1705317,Georgia,GA,"Morrow city, Georgia",7238,1205,821,988,384,285,19556,,,,,,13,53004
1,Moses Lake,53,1,Moses Lake,53,Clover Drive,Moses Lake,LOW,1597173776.51593,https://www.lowes.com/,98837,53,1779804,Washington,WA,"Moses Lake North CDP, Washington",4124,772,776,389,285,78,14425,,,,,,53,47280
1,Moultrie,13,1,Moultrie,13,Rowland Drive,Moultrie,LOW,1597172508.00382,https://www.lowes.com/,31768,13,1705317,Georgia,GA,"Moultrie city, Georgia",14109,1516,1729,1855,1002,689,18752,,,,,,13,53060
1,Mount Laurel,34,,,,1200 Nixon Dr,Mount Laurel,HD,1597100550.20309,https://www.homedepot.com/,8054,34,1779795,New Jersey,NJ,,,,,,,,,,,,,,,
1,Mount Pleasant,26,,,,5650 E Pickard St,Mount Pleasant,HD,1597100468.35149,https://www.homedepot.com/,48858,26,1779789,Michigan,MI,"Mount Pleasant city, Michigan",25691,11982,3073,1751,1126,1096,19428,,,,,,26,56020
1,Mount Pleasant,45,2,Mount Pleasant,45,S Morgans Point Road,Mount Pleasant,LOW,1597173510.71506,https://www.lowes.com/,29466,45,1779799,South Carolina,SC,"Mount Pleasant town, South Carolina",83700,3943,11910,11695,8004,5199,54285,,,,,,45,48535
1,Mount Pleasant,48,1,Mount Pleasant,48,2530 S Jefferson Ave,Mount Pleasant,HD,1597100822.22034,https://www.homedepot.com/,75455,48,1779801,Texas,TX,"Mount Pleasant city, Texas",16100,1689,2030,1844,1062,912,18366,,,,,,48,49800
1,Mount Prospect,17,,,,350 East Kensington,Mount Prospect,HD,1597100379.67104,https://www.homedepot.com/,60056,17,1779784,Illinois,IL,"Mount Prospect village, Illinois",55127,3402,6937,8129,4906,4449,37639,,,,,,17,51089
1,Mountain Home,5,,,,100 Pendella Drive,Mountain Home,HD,1597100298.36946,https://www.homedepot.com/,72653,5,68085,Arkansas,AR,"Mountain Home city, Arkansas",12303,767,1826,759,1810,2105,26253,,,,,,5,47390
1,Mukwonago,55,,,,232 E Wolf Run,Mukwonago,HD,1597100928.93966,https://www.homedepot.com/,53149,55,1779806,Wisconsin,WI,"Mukwonago village, Wisconsin",7833,625,845,1363,721,387,36888,,,,,,55,55050
1,Mundelein,17,,,,3200 West Route 60,Mundelein,HD,1597100379.08165,https://www.homedepot.com/,60060,17,1779784,Illinois,IL,"Mundelein village, Illinois",31683,2506,5117,4349,2349,1610,38020,,,,,,17,51349
1,Murfreesboro,47,1,Murfreesboro,47,Greenway,Murfreesboro,LOW,1597173577.06729,https://www.lowes.com/,37128,47,1325873,Tennessee,TN,"Murfreesboro city, Tennessee",130968,22483,22194,17453,7438,4420,29851,,,,,,47,51560
1,Murrells Inlet,45,,,,12262 Hwy 17 Bypass,Murrells Inlet,HD,1597100749.2297,https://www.homedepot.com/,29576,45,1779799,South Carolina,SC,"Murrells Inlet CDP, South Carolina",9396,367,628,862,1974,1013,34623,,,,,,45,48985
1,Murrieta,6,1,Murrieta,6,Juniper Street,Murrieta,LOW,1597172290.46642,https://www.lowes.com/,92562,6,1779778,California,CA,"Murrieta city, California",111427,10863,13894,15003,6903,6520,32030,,,,,,6,50076
1,Muskegon,26,1,Muskegon,26,2699 Henry Street,Muskegon,HD,1597100469.00051,https://www.homedepot.com/,49441,26,1779789,Michigan,MI,"North Muskegon city, Michigan",3789,209,312,488,528,291,34185,,,,,,26,58640
1,Myrtle Beach,45,2,Myrtle Beach,45,South Commons Drive,Myrtle Beach,LOW,1597173511.22737,https://www.lowes.com/,29575,45,1779799,South Carolina,SC,"Myrtle Beach city, South Carolina",31783,2377,4323,3400,3924,2464,28881,,,,,,45,49075
1,Nampa,16,1,Nampa,16,2003 N Cassia St,Nampa,HD,1597100365.32003,https://www.homedepot.com/,83651,16,1779783,Idaho,ID,"Nampa city, Idaho",91663,9845,12839,12395,6644,4554,18951,,,,,,16,56260
1,Nanuet,36,1,Nanuet,36,Overlook Boulevard,Nanuet,LOW,1597173279.77818,https://www.lowes.com/,10954,36,1779796,New York,NY,"Nanuet CDP, New York",17775,1164,2069,2073,1662,1822,43781,,,,,,36,49407
1,Napa,6,,,,225 Soscol Ave,Napa,HD,1597100310.13512,https://www.homedepot.com/,94559,6,1779778,California,CA,"Napa city, California",79516,6771,10711,10660,6972,5585,38505,,,,,,6,50258
1,Naperville,17,1,Naperville,17,2920 Audrey Ave,Naperville,HD,1597100379.11874,https://www.homedepot.com/,60540,17,1779784,Illinois,IL,"Naperville city, Illinois",147411,12501,15597,21230,10380,6934,53061,,,,,,17,51622
2,Naples,12,2,Naples,12,Waterford Drive,Naples,LOW,1597172451.38449,https://www.lowes.com/,34113,12,294478,Florida,FL,"Naples city, Florida",21564,690,1064,797,5019,6371,100388,,,,,,12,47625
2,Nashua,33,1,Nashua,33,288 Daniel Webster Hwy,Nashua,HD,1597100526.77087,https://www.homedepot.com/,3060,33,1779794,New Hampshire,NH,"Nashua city, New Hampshire",88606,7938,13401,10718,7522,5875,38435,,,,,,33,50260
3,Nashville,47,2,Nashville,47,Juarez Drive,Nashville,LOW,1597173577.58942,https://www.lowes.com/,37076,47,1325873,Tennessee,TN,"Nashville-Davidson metropolitan government (balance), Tennessee",660062,67052,131539,90904,45311,30352,33139,,,,,,47,52006
1,Natick,25,,,,339 Speen St,Natick,HD,1597100444.90523,https://www.homedepot.com/,1760,25,606926,Massachusetts,MA,,,,,,,,,,,,,,,
1,Neptune,34,,,,3540 Route 66,Neptune,HD,1597100550.26302,https://www.homedepot.com/,7753,34,1779795,New Jersey,NJ,"Neptune City borough, New Jersey",4702,383,474,486,486,208,37334,,,,,,34,49920
1,New Albany,18,,,,2239 State Street,New Albany,HD,1597100388.0975,https://www.homedepot.com/,47150,18,448508,Indiana,IN,"New Albany city, Indiana",36512,3623,5417,4638,3123,2467,26674,,,,,,18,52326
1,New Braunfels,48,1,New Braunfels,48,Larkspur,New Braunfels,LOW,1597173643.43576,https://www.lowes.com/,78130,48,1779801,Texas,TX,"New Braunfels city, Texas",74587,6041,10833,10758,6483,4586,31702,,,,,,48,50820
1,New Castle,10,,,,138 Sunset Blvd,New Castle,HD,1597100329.37149,https://www.homedepot.com/,19720,10,1779781,Delaware,DE,"New Castle city, Delaware",5359,326,777,633,556,480,41464,,,,,,10,50800
1,New Freedom,42,,,,960 Far Hills,New Freedom,HD,1597100728.87624,https://www.homedepot.com/,17349,42,1779798,Pennsylvania,PA,"New Freedom borough, Pennsylvania",4618,311,343,556,720,187,41756,,,,,,42,53568
1,New Hartford,36,1,New Hartford,36,Clinton Street,New Hartford,LOW,1597173280.27981,https://www.lowes.com/,13413,36,1779796,New York,NY,"New Hartford village, New York",1731,149,150,228,190,157,39671,,,,,,36,50298
1,New Hartford,9,,,,1580 Litchfield Tpke,New Hartford,HD,1597100325.87715,https://www.homedepot.com/,6057,9,1779780,Connecticut,CT,"New Hartford Center CDP, Connecticut",1061,22,175,168,113,25,28175,,,,,,9,51420
1,New Milford,9,,,,104 Danbury Road,New Milford,HD,1597100325.93982,https://www.homedepot.com/,6776,9,1779780,Connecticut,CT,"New Milford CDP, Connecticut",6737,607,1043,642,492,494,31684,,,,,,9,52560
2,New Orleans,22,1,New Orleans,22,2524,New Orleans,LOW,1597172756.8513,https://www.lowes.com/,70117,22,1629543,Louisiana,LA,"New Orleans city, Louisiana",389648,36245,71550,50954,32124,20412,30177,,,,,,22,55000
1,New Port Richey,12,,,,8445 Little Road,New Port Richey,HD,1597100341.30327,https://www.homedepot.com/,34654,12,294478,Florida,FL,"New Port Richey East CDP, Florida",10161,838,1298,970,1503,1070,23911,,,,,,12,48525
1,New Rochelle,36,,,,55 Weyman Ave,New Rochelle,HD,1597100603.60319,https://www.homedepot.com/,10805,36,1779796,New York,NY,"New Rochelle city, New York",79205,9205,9456,10261,6522,6503,46679,,,,,,36,50617
1,New Smyrna Beach,12,,,,2359 State Road 44,New Smyrna Beach,HD,1597100343.44168,https://www.homedepot.com/,32168,12,294478,Florida,FL,"New Smyrna Beach city, Florida",25770,1128,2283,2131,5195,4392,38071,,,,,,12,48625
2,New York,36,,,,980 3rd Ave,New York,HD,1597100603.15018,https://www.homedepot.com/,10022,36,1779796,New York,NY,"New York Mills city, Minnesota",1310,138,137,175,102,127,21484,,,,,,27,46060
3,Newark,10,,,,2000 Peoples Plaza,Newark,HD,1597100329.19916,https://www.homedepot.com/,19702,10,1779781,Delaware,DE,"Newark city, Delaware",33352,13422,4319,2308,2319,1956,27346,,,,,,10,50670
1,Newark,34,,,,399-443 Springfield Ave,Newark,HD,1597100550.31788,https://www.homedepot.com/,7103,34,1779795,New Jersey,NJ,"Newark city, New Jersey",280463,30222,45475,39963,17100,11051,19313,,,,,,34,51000
1,Newark,39,,,,1330 N 21st Street,Newark,HD,1597100654.20979,https://www.homedepot.com/,43055,39,1085497,Ohio,OH,"Newark city, Ohio",49070,5240,6453,5483,4534,3525,24445,,,,,,39,54040
1,Newark,6,,,,5401 Thornton Ave,Newark,HD,1597100310.20377,https://www.homedepot.com/,94560,6,1779778,California,CA,"Newark city, California",46276,3766,7643,6632,3258,2600,39107,,,,,,6,50916
1,Newburgh,36,1,Newburgh,36,1239,Newburgh,LOW,1597173280.80007,https://www.lowes.com/,12550,36,1779796,New York,NY,"Newburgh city, New York",28282,3628,3829,3387,1511,1154,18629,,,,,,36,50034
1,Newnan,13,1,Newnan,13,Diplomat Way,Newnan,LOW,1597172508.51408,https://www.lowes.com/,30265,13,1705317,Georgia,GA,"East Newnan CDP, Georgia",1134,117,166,168,126,45,15313,,,,,,13,25692
1,Newport News,51,1,Newport News,51,325 Chatham Road,Newport News,HD,1597100871.22197,https://www.homedepot.com/,23602,51,1779803,Virginia,VA,"Newport News city, Virginia",180145,22043,30478,21395,12827,9467,26993,,,,,,51,56000
1,Newton,34,1,Newton,34,7 North Park Drive,Newton,HD,1597100550.36958,https://www.homedepot.com/,7860,34,1779795,New Jersey,NJ,"Newton town, New Jersey",7895,755,1197,811,580,837,32566,,,,,,34,51930
1,Niagara Falls,36,,,,750 Builders Way,Niagara Falls,HD,1597100603.72003,https://www.homedepot.com/,14304,36,1779796,New York,NY,"Niagara Falls city, New York",48661,4368,6804,5520,4088,3412,23300,,,,,,36,51055
2,Niles,17,,,,901 Civic Center Plaza,Niles,HD,1597100379.16695,https://www.homedepot.com/,60714,17,1779784,Illinois,IL,"Niles village, Illinois",29640,1989,3724,3513,3189,4422,29826,,,,,,17,53000
1,Noblesville,18,1,Noblesville,18,Town & Country Boulevard,Noblesville,LOW,1597172661.38894,https://www.lowes.com/,46060,18,448508,Indiana,IN,"Noblesville city, Indiana",61558,5941,9212,9311,4115,2702,35635,,,,,,18,54180
1,Nogales,4,,,,430 White Park Drive,Nogales,HD,1597100294.70848,https://www.homedepot.com/,85621,4,1779777,Arizona,AZ,"Nogales city, Arizona",20288,2011,2126,2126,1848,1399,16513,,,,,,4,49640
1,Norcross,13,1,Norcross,13,Indian Trail Lilburn Road,Norcross,LOW,1597172509.01411,https://www.lowes.com/,30071,13,1705317,Georgia,GA,"Norcross city, Georgia",16369,1392,2725,3077,585,215,22572,,,,,,13,55776
1,Norfolk,51,1,Norfolk,51,Meridian Lane,Norfolk,LOW,1597173720.29312,https://www.lowes.com/,23502,51,1779803,Virginia,VA,"Norfolk city, Virginia",245592,44296,47350,27647,15251,10677,28508,,,,,,51,57000
1,Normal,17,,,,795 Veterans Parkway,Normal,HD,1597100379.21778,https://www.homedepot.com/,61761,17,1779784,Illinois,IL,"Normal town, Illinois",54808,17903,6646,5523,2898,2501,27686,,,,,,17,53234
1,Norman,40,1,Norman,40,Boardwalk Street,Norman,LOW,1597173365.91742,https://www.lowes.com/,73069,40,1102857,Oklahoma,OK,"Norman city, Oklahoma",121090,26726,18762,14181,8488,5922,30449,,,,,,40,52500
1,Norristown,42,,,,600 South Trooper Rd,Norristown,HD,1597100730.4588,https://www.homedepot.com/,19403,42,1779798,Pennsylvania,PA,"Norristown borough, Pennsylvania",34490,3015,6498,4588,2039,1709,24015,,,,,,42,54656
1,North Bergen,34,1,North Bergen,34,Tonnelle Avenue,North Bergen,LOW,1597173175.37666,https://www.lowes.com/,7047,34,1779795,New Jersey,NJ,,,,,,,,,,,,,,,
1,North Conway,33,,,,53 Barnes Road,North Conway,HD,1597100526.95187,https://www.homedepot.com/,3860,33,1779794,New Hampshire,NH,"North Conway CDP, New Hampshire",2284,242,255,314,338,192,34412,,,,,,33,53860
1,North Dartmouth,25,,,,470 State Road,North Dartmouth,HD,1597100444.86047,https://www.homedepot.com/,2747,25,606926,Massachusetts,MA,,,,,,,,,,,,,,,
1,North Hampton,33,,,,35 Lafayette Rd,North Hampton,HD,1597100527.01648,https://www.homedepot.com/,3862,33,1779794,New Hampshire,NH,,,,,,,,,,,,,,,
1,North Haven,9,,,,111 Universal Drive N,North Haven,HD,1597100325.84407,https://www.homedepot.com/,6473,9,1779780,Connecticut,CT,"North Haven CDP, Connecticut",23786,1921,2575,2619,2397,2793,47629,,,,,,9,54940
1,North Hollywood,6,,,,11600 Sherman Way,North Hollywood,HD,1597100310.02329,https://www.homedepot.com/,91605,6,1779778,California,CA,,,,,,,,,,,,,,,
